"","text","id_str","lang","created_at","listed_count","location","user_id_str","description","followers_count","friends_count","screen_name","full_name","place_name","place_lat","place_lon","lat","lon"
"3824","RT @: Did a presidential candidate just ask me to check out a sex tape? https://t.co/2yKCL2o8Z2","7.82365e+17","en","Sat Oct 01 23:43:27 +0000 2016",3,NA,"90729170","USMC | 23 | iDance |I hate you all.",385,736,"steelcity_412","Baltimore, MD","Baltimore",39.284713,-76.620482,39.28906,-76.60679
"3825","RT @: Half of Trump supporters think election will be rigged, poll shows https://t.co/mgzMgTb6OR https://t.co/UKzdRjgtiC","7.82365e+17","en","Sat Oct 01 23:43:27 +0000 2016",4,"Milwaukee,WI","2244291992","I am Black-belt under Luiz Claudio. I have been training Jiu-Jitsu for more than 15 years. I am BJJ fighter.",54,32,"gilmarlcct","Waukesha, WI","Waukesha",42.981638,-88.240004,43.03697942,-88.17783207
"3826","We look like Philly at the beginning of the game. #RBNY https://t.co/M6oVU5VkyO","7.82365e+17","en","Sat Oct 01 23:43:27 +0000 2016",22,"Chicago, Illinois","125658968","Creative Strategist, Artist & Realistic Idealist.",372,512,"iAmRicher","Chicago, IL","Chicago",41.8335845,-87.732013,41.89721585,-87.62148082
"3827","no limit on repeat .","7.82365e+17","en","Sat Oct 01 23:43:28 +0000 2016",23,"New York","198977006","Interested in #Android & #Mac, #Xbox Ambassador (GT: Asyd Rayn), Amazon Kindle/Echo #golf, #tennis, #tech, #gadgets. #Google Maps, Play & Project-Fi Rising Star",100,285,"GothamNY","San Francisco, CA","San Francisco",37.7706565,-122.4359785,37.759787,-122.4349397
"3828","@ @ @ @ James are I are moving out in March get your shit together so you can rent from us","7.82365e+17","en","Sat Oct 01 23:43:28 +0000 2016",12,"South Carolina","60698181","for a minute there i lost myself",189,299,"CUstephF","Clemson, SC","Clemson",34.6939215,-82.8152355,34.67926351,-82.84384958
"3829","RT @: Jailed Yet? This is the real reason they fight so hard against Voter ID! #BasementDwellers the reason #FeeltheBern ","7.82365e+17","en","Sat Oct 01 23:43:28 +0000 2016",23,"Houston, Texas","1573664323","Filmmaker. Animator. Writer. Gamer. Half-assed pianist. Gay rights advocate. Loud and proud Houstonian. And my name is Jack.",376,936,"J5290","Houston, TX","Houston",29.838495,-95.4464865,29.7629,-95.3832
"3830","@, meet A bear. https://t.co/pkOJQNycOC","7.82365e+17","en","Sat Oct 01 23:43:28 +0000 2016",2,"Canada","7.80476e+17","Live feed of music and media playing at #cubevenue s.  Put your customers front and centre with digital brand experiences delivered by @CUBEplaymore & partners",13,1,"CUBE_LiveFeed","Texas, USA","Texas",31.1688935,-100.0768885,27.7981963,-97.0901403
"3831","RT @: After calling @ supporters ""deplorables"" Hillary calls Sanders supporters ""basement dwellers"" https://t.co","7.82365e+17","en","Sat Oct 01 23:43:29 +0000 2016",1,"Delaware, USA","221802047","Bless by the best <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> Mommy to a Queen and King in the making. Taken forever by their Daddy <ed><U+00A0><U+00BD><ed><U+00B2><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+00A8><U+200D><ed><U+00A0><U+00BD><ed><U+00B1><U+00A9><U+200D><ed><U+00A0><U+00BD><ed><U+00B1><U+00A7><U+200D><ed><U+00A0><U+00BD><ed><U+00B1><U+00A6>",664,470,"BIGangg__","Alfred I. duPont Hospital for Children","Alfred I. duPont Hospital for Children",39.77942,-75.555511,39.78117175,-75.55733
"3832","RT @: We're going to make college debt-free for everyone in America. See how much you could save with Hillary's plan at ","7.82365e+17","en","Sat Oct 01 23:43:28 +0000 2016",65,"Tucson, AZ","28559740","Follow this account for geo-targeted Retail job tweets in Tucson, AZ. Need help? Tweet us at @CareerArc!",359,310,"tmj_tuc_retail","Benson, AZ","Benson",31.956993,-110.2985365,31.9678611,-110.2945174
"3833","@ really immature answer coming but I don't care about our loss right about now...this one more than made up for it","7.82365e+17","en","Sat Oct 01 23:43:29 +0000 2016",16,"Tampa, FL","1161698311","English, American(one day), writer, journalist, photographer, traveler. Lover of life, of sailboats and Manchester United. All tweets are my own.",790,2741,"GarethCKelly","Santa Barbara, CA","Santa Barbara",34.429885,-119.701636,34.4036617,-119.6936414
"3834","Just let us know that is not sure that is not sure that I can get it to be able at your help me know that I have any","7.82365e+17","en","Sat Oct 01 23:43:29 +0000 2016",0,"USA","48235784","Professional Figure Skater | Hockey Skating Efficiency  Coach/ Consultant |",310,194,"KristinavonS","New Port Richey, FL","New Port Richey",28.24853,-82.717093,28.23140872,-82.72996983
"3835","RT @: Not to be confused with Eurythmics 
https://t.co/qDBJc7ah3r https://t.co/jB0qMNRhQx","7.82365e+17","en","Sat Oct 01 23:43:29 +0000 2016",11,NA,"45751948","D. Jeff Heggie | Greatest wife & kids! Entrepreneur. Love a challenge. Love to travel",234,280,"djheggie","Mesa, AZ","Mesa",33.4057545,-111.7375655,33.38022426,-111.7911129
"3836","Five Guys!","7.82365e+17","en","Sat Oct 01 23:43:30 +0000 2016",11,"Chicago, Illinois","19096078","Megan = Designer, Artist, Nerd. Actual Game Grump trash.",171,460,"morganamoonston","Chicago, IL","Chicago",41.8335845,-87.732013,41.96928277,-87.6580662
"3837","RT @: #BREAKING: Two Mexicans beat
up white girl &amp; steal Trump signs.

#Trump #BasementDwellers
#Trump2016 #HappyOctober
https","7.82365e+17","en","Sat Oct 01 23:43:30 +0000 2016",13,"Ws Long Beach, CA","69770916","Signed to @BigBoy 
#SantaFeTheProject Coming REAL soon",21465,2782,"Enastyx102","Los Angeles, CA","Los Angeles",34.0207895,-118.4119065,33.9160711,-118.2911685
"3838","BREAKING: U.S. Intelligence Confirms Hillary Sold Weapons to ISIS! https://t.co/LkFKdv7DKs","7.82365e+17","en","Sat Oct 01 23:43:30 +0000 2016",700,NA,"1068881538","We develop your full potential.",408,70,"JobsatNewell","Atlanta, GA","Atlanta",33.7671945,-84.433106,33.7489954,-84.3879824
"3839","RT @: #BasementDwellers Reminder that Bernie Sanders told his supporters to not listen to him if he ever told them who to ","7.82365e+17","en","Sat Oct 01 23:43:30 +0000 2016",22,"Tacoma, WA","148802256","Follow this account for geo-targeted Transportation job tweets in Tacoma, WA. Need help? Tweet us at @CareerArc!",289,271,"tmj_WAT_transp","Kent, WA","Kent",47.3923115,-122.2180755,47.3809335,-122.2348431
"3840","RT @: Hillary wonders why she's not 50 points ahead? people dont trust her. Not everyone is as stupid as she thinks they ar","7.82365e+17","en","Sat Oct 01 23:43:30 +0000 2016",63,"Los Angeles, CA","23903871","Follow this account for geo-targeted IT-PM/BA job tweets in Los Angeles, CA. Need help? Tweet us at @CareerArc!",330,201,"tmj_lax_itpm1","El Segundo, CA","El Segundo",33.9166485,-118.400264,33.9191799,-118.4164652
"3841","RT @: The Basket of Deplorables would like to invite the Basement Dwellers onto the Trump Train to vote for ","7.82365e+17","en","Sat Oct 01 23:43:30 +0000 2016",643,NA,"2654767718","When you work at dressbarn, EVERY DAY is an opportunity to Inspire Women to Look and Feel Beautiful. Learn more @ http://dressbarncareers.com",302,15,"dressbarnjobs","Mount Pleasant, WI","Mount Pleasant",42.711776,-87.848561,42.736631,-87.8647961
"3842","RT @: The economic collapse occurred in 2008; Bush and Republicans were in power then. How did Hillary secretly cause the ","7.82365e+17","en","Sat Oct 01 23:43:30 +0000 2016",1,"Iowa City","27955387",NA,396,229,"leah_becker","Iowa City, IA","Iowa City",41.6473535,-91.537062,41.6594683,-91.5507839
"3843","Diddy thinks Donald Trump has great style - New York Post - https://t.co/uFzBkK4lhB","7.82365e+17","en","Sat Oct 01 23:43:31 +0000 2016",8,"Phoenix, AZ","938232073","Wife to Paul. Mom to Jessica. MiMi to Zion. Preacher Chick! Ruined 4 Revival. Most of all...worshipper of The Most High! Fresh Start Church",334,239,"kimowens64","Arizona, USA","Arizona",34.1682535,-111.931711,33.61581458,-112.2355585
"3844","RT @: I bet SNLs portrayal of Trump will be righteous, accurate, and ruthless. They didnt get Alec Baldwin so they could tousle Trum","7.82365e+17","en","Sat Oct 01 23:43:31 +0000 2016",14,"Detroit, MI","227536110","Niko Gotbanks Williams started the company August 2010. GotBank Ent.™ was formally known as Young 1st Productions. Now in partner with Roc Boi Muzik Group™.",1049,1202,"GotBankEnt","Redford, MI","Redford",42.399026,-83.2914865,42.3946,-83.2971
"3845","Under Hillary Clinton's debt-free college plan, I will save $25,440 https://t.co/tUxsgUduOi","7.82365e+17","en","Sat Oct 01 23:43:31 +0000 2016",1203,"United States","563319506","#CVSJobs: General tweets about open #jobs at #CVS Health only. Connect with our recruiters by following @CVSCareers",1313,18,"CVSHealthJobs","Cutler, FL","Cutler",25.622357,-80.3155675,25.6217715,-80.3247748
"3846","RT @: He is Mexican and he supports Trump!
RT to defeat Media's propaganda! https://t.co/X2YJsoK9c0","7.82365e+17","en","Sat Oct 01 23:43:31 +0000 2016",2,"Louisville, KY","2218244269","Louisville's own Pamper and Fantasy Party Series, The Ultimate Ladies Nite Out",120,293,"MILRLouisville","Louisville, KY","Louisville",38.195555,-85.7223455,38.23558,-85.76452
"3847","RT @: Imagine that! SECOND Trump family charity being used as piggy bank for family members #DonTheCon #CheatingDonald https://","7.82365e+17","en","Sat Oct 01 23:43:31 +0000 2016",18,"Lakeland, FL ","68009711","Father, Business man, Poet, Storyteller/Speaker, Author, All in the shadow of my feeble attempt to follow Christ
https://www.createspace.com/4920248",278,396,"mybenthalo","Lakeland, FL","Lakeland",28.049601,-81.972705,28.00031861,-81.9804996
"3848","Bill Clinton talking like Trump on immigration https://t.co/HdCjijbVXg via @","7.82365e+17","en","Sat Oct 01 23:43:32 +0000 2016",4,NA,"552190742",NA,1077,740,"darby_carter","Sans Souci, SC","Sans Souci",34.9016485,-82.421241,34.92621195,-82.43527643
"3849","The drive from eagle pass to San Antonio always does the mind right ","7.82365e+17","en","Sat Oct 01 23:43:32 +0000 2016",11,"Tunkhannock, PA","364536793","tattooer and fine art maker. been tattooing since 2007. Owner of Tunkhannock Tattoo 570-332-4523 eric.brocious@gmial.com",247,379,"ericbrocious","San Antonio, TX","San Antonio",29.417501,-98.5406515,29.42567,-98.47697
"3850","RT @: Donald Trump isn't even the worst part of this election. The worst part is that I'm now aware of how many awful people I co-e","7.82365e+17","en","Sat Oct 01 23:43:32 +0000 2016",15,"ÜT: 33.00579,-83.90469","26021488","Owner of The Bunn Agency in Forsyth, GA CARS - '16 #Mustang #Shelby GT350, '15 #BMW M4, '12 #Porsche 911 Carrera.  #Georgia #Bulldogs #Boston #RedSox",462,1943,"EricAlexBunn","Atlanta, GA","Atlanta",33.7671945,-84.433106,33.758779,-84.391613
"3851","I am watching @. Loving these Ads encouraging people to vote, including the last minutes of PBO's CBC speech, which is now ad Ad. Perfect","7.82365e+17","en","Sat Oct 01 23:43:33 +0000 2016",511,"Nationwide","3144822634","Rethink Speedway. It's more than a convenience store... It's your career opportunity!",273,27,"SpeedwayJobs","Jackson, TN","Jackson",35.644325,-88.838595,35.6145169,-88.8139469
"3852","RT @: Delete your account. https://t.co/Oa92sncRQY","7.82365e+17","en","Sat Oct 01 23:43:33 +0000 2016",2,NA,"451708387","19|MX|MSME's",376,450,"PerlaGeerissim","Thunder Bay, Ontario","Thunder Bay",48.4023265,-89.237048,48.4,-89.2333
"3853","RT @: only reason i like trump is cuz he is funny and offensive","7.82365e+17","en","Sat Oct 01 23:43:34 +0000 2016",9,"Madison, WI","141440102","Weather updates, forecast, warnings and information for Madison, WI. Sources: http://OpenWeatherMap.org, NOAA, USGS.",153,1,"_MadisonWI","Wisconsin, USA","Wisconsin",44.900818,-89.5694915,43.07,-89.4
"3854","@ *if your a girl and you smile at other girls*","7.82365e+17","en","Sat Oct 01 23:43:34 +0000 2016",52,"In a walking boot ","43603566","Current Injured",947,387,"WadadliSavage","Arizona, USA","Arizona",34.1682535,-111.931711,33.541709,-112.358166
"3855","Great photography @  https://t.co/Cc9plZPVGJ","7.82365e+17","en","Sat Oct 01 23:43:34 +0000 2016",286,"Americas | UK | Ireland","138418838","Keeping up-to-date on social exclusion worldwide | Poverty | Inequality | Education | Child -Teen Health | Mental disorders | LGBTQ | Not-for-Profit initiative",4684,4279,"Pairsonnalites","Richmond, British Columbia","Richmond",49.1742415,-123.1308365,49.1978055,-123.0705078
"3856","@ yeah that was terrible","7.82365e+17","en","Sat Oct 01 23:43:35 +0000 2016",11,"Orlando FL","29972562","Planetary CEO",66,101,"markocarter","East Lake-Orient Park, FL","East Lake-Orient Park",27.998056,-82.368322,27.99311301,-82.36471653
"3857","@ Mule reveal I think was in the book before this. This one is the 3rd Foundation book.","7.82365e+17","en","Sat Oct 01 23:43:35 +0000 2016",4,"In the gutter.","21785462","I'm the boss of everything. If you like me, find me (@tasie_b) on Twitter, Instagram, Flickr & FB.",181,267,"Tasie_B","Fort Lauderdale, FL","Fort Lauderdale",26.150368,-80.1491725,26.15788418,-80.09979894
"3858","Me: I need to buy bananas I'm gonna go to whole foods
Mom: I have a banana do you want it
Me + Dad: SMDH","7.82365e+17","en","Sat Oct 01 23:43:36 +0000 2016",4,NA,"165330482","Hello :)",85,151,"viveew","Los Angeles, CA","Los Angeles",34.0207895,-118.4119065,34.06145609,-118.2394909
"3859","When you hella overdressed ","7.82365e+17","en","Sat Oct 01 23:43:36 +0000 2016",20,"Houston, TX via Pittsburgh, PA","21000276","Love my Steelers,Penguins,Michigan Wolverines,Rockets, Dynamo, WWE,O & A,  and the 2nd Amendment. Born and raised in The 'Burgh.",708,1606,"steelergirl07","Houston, TX","Houston",29.838495,-95.4464865,29.81201353,-95.54493606
"3860","iOS 10 update is ridiculously sexy","7.82365e+17","en","Sat Oct 01 23:43:36 +0000 2016",286,"Americas | UK | Ireland","138418838","Keeping up-to-date on social exclusion worldwide | Poverty | Inequality | Education | Child -Teen Health | Mental disorders | LGBTQ | Not-for-Profit initiative",4684,4279,"Pairsonnalites","Richmond, British Columbia","Richmond",49.1742415,-123.1308365,49.1978055,-123.0705078
"3861","RT @: BREAKING NEWS: HILLARY INSTALLED AN ILLEGAL TELEPROMPTER IN HER PODIUM AND ALSO HAD THE QUESTIONS! MUST WATCH!!! https://","7.82365e+17","en","Sat Oct 01 23:43:36 +0000 2016",5,"Dallas/Glenn Heights","588026871","http://www.ImYourCakeDaddy.com",402,479,"MannyP71","Glenn Heights, TX","Glenn Heights",32.5431425,-96.8564405,32.55131,-96.85678
"3862","@ And I'll note, I didn't ask you to make a case for anything in particular. Where did you get Trump from, yourself?","7.82365e+17","en","Sat Oct 01 23:43:36 +0000 2016",19,"Woodside, Queens","21284012","personal injury settlement coordinator/Club&Artist Promoter//mother to 3boys-I'm born a libra, Creole Belizean/Living in Queens but raised outta Brooklyn;-)",529,472,"BluMoonEnt","Queens, NY","Queens",40.6708795,-73.8311875,40.75468,-73.89373
"3863","You trying to bet everybody lol
@","7.82365e+17","en","Sat Oct 01 23:43:36 +0000 2016",1,"Baton Rouge, La","219686012","Living Life, Kicking on Eight!!!",437,448,"SUsnare","Baton Rouge, LA","Baton Rouge",30.4591,-91.0907995,30.4581,-91.1402
"3864","SIGNS OF STRUGGLE?  Democrats stop spending to oust Rubio in Florida:  https://t.co/IFfxZhhPJr","7.82365e+17","en","Sat Oct 01 23:43:37 +0000 2016",2,"San Jose","18055611","Technology, Theology, Poetry & Prose",89,229,"allen1dotben","Hollister, CA","Hollister",36.845567,-121.407179,36.8471,-121.398
"3865","How do you ""file"" a church? https://t.co/VQz7l4QZ1J","7.82365e+17","en","Sat Oct 01 23:43:37 +0000 2016",71,"Cali","42478336","voice of YOUNG NALA in Disney's classic THE LION KING. 
Come on this journey with me!
Follow @niketacalame on insta",897,1530,"niketacalame","San Diego, CA","San Diego",32.810012,-117.104989,32.7068894,-117.1613945
"3866","RT @: ""Who gets up at 3 o'clock in the morning to engage in a Twitter attack against a former Miss Universe? Hillary","7.82365e+17","en","Sat Oct 01 23:43:37 +0000 2016",0,NA,"27761557","God...<U+E32A>Family<U+E32A>...Law  click the link to buy my best seller",461,1506,"ShahtiaESQ","Cheval, FL","Cheval",28.150132,-82.516207,28.12951,-82.5245599
"3867","Honestly, I had a very vague idea of what was going on with Hillarys emails. Great (long) narrative about it here - https://t.co/cEzQT0CH8k","7.82365e+17","en","Sat Oct 01 23:43:37 +0000 2016",1,"sc:// melinda_sligar","840418482","618//407<U+2708><U+FE0F>",549,398,"melinda_sligar","Florida, USA","Florida",27.698682,-83.804475,28.40877882,-80.61643587
"3868","KD in a warriors jersey is just weird","7.82365e+17","en","Sat Oct 01 23:43:38 +0000 2016",0,"Hilton Head Island SC","2821062070","As the Directors of Awesome: DJ'ing & UpLighting: Weddings, Birthday's, Anniversaries, Parties, Fundraisers & Poolside Entertainment is what we do!",70,78,"CrushIsland","Hilton Head Island, SC","Hilton Head Island",32.1898025,-80.748747,32.15443038,-80.73162075
"3869","RT @: @ @ I guess we are all in the same boat now, First Trump's Deplorables, now Bernie's Basement Dw","7.82365e+17","en","Sat Oct 01 23:43:39 +0000 2016",24,"Boulder, CO","96284720","Follow this account for geo-targeted Automotive job tweets in Boulder, CO. Need help? Tweet us at @CareerArc!",158,139,"tmj_cob_auto","Longmont, CO","Longmont",40.1659305,-105.1122165,40.1833627,-105.1019999
"3870","RT @: National Fox News Poll, Who Won The Debate?:

Clinton 61% (+40)
Trump 21%

https://t.co/ZNKrKQjmuS https://t.co/YFWEjq","7.82365e+17","en","Sat Oct 01 23:43:39 +0000 2016",20,"Albuq. New Mexico","49724180","Freelance Combat Sports Photographer - Contact me for inquiries",1018,1541,"elreverend","Albuquerque, NM","Albuquerque",35.1170025,-106.632718,35.1107,-106.61
"3871","@ you didn't have the greatest moment in your football career but you stood by your team. THANK YOU for being Tennessee Tough. #GBO","7.82365e+17","en","Sat Oct 01 23:43:40 +0000 2016",1,"Florida","28332704",NA,81,335,"sabalpom","Hudson, FL","Hudson",28.37636,-82.671634,28.36269766,-82.67308777
"3872","RT @: Under these conditions I can't pretend there are only 2. I give thanks &amp; praises for the fact that there are 4. Tha ","7.82365e+17","en","Sat Oct 01 23:43:40 +0000 2016",41,"Bakersfield, CA","4845302112","SJCH recently received the 2016 Distinguished #Hospital award for Clinical Excellence Be a part of something big –where #nursing is “Not just a #job A calling.”",62,203,"SJCHCareers","Bakersfield, CA","Bakersfield",35.3469015,-119.025163,35.3873576,-119.0168962
"3873","RT @: As Hillary prepares 4 the next debate does she really know how deep the mud will B and how 2 shake it off when she ","7.82365e+17","en","Sat Oct 01 23:43:40 +0000 2016",63,"Huntersville NC","2593494332","minion Dave Bittner CFL 1 LMT CNMT & Black Belt helping you with all your fitness needs! Programs nutrition IG @your_fitnessminion",1388,2090,"MinionDave720","North Carolina, USA","North Carolina",35.1704985,-79.861034,35.2369,-80.5419
"3874","RT @: Trump suffers a Twitter meltdown in the wee hours of AM. You gotta stop doing coke after 4PM or you'll be up all night!","7.82365e+17","en","Sat Oct 01 23:43:41 +0000 2016",16,"Philadelphia","49824864","I don't wanna stay at your party. I don't wanna talk to your friends. I don't wanna vote for your president. I just wanna be your tugboat captain",291,959,"MmeAponia","Philadelphia, PA","Philadelphia",40.0048655,-75.117998,39.942,-75.1518
"3875","@ even @ can do a facial or be an adulteress think it could be worse KP got no talent &amp; shes fa https://t.co/NA824o1EMb","7.82365e+17","en","Sat Oct 01 23:43:41 +0000 2016",578,NA,"1089661058","Visit our Career page @ http://t.co/JSlLo8ev to learn what it's like to work @ Schwab. To learn more about Schwab products & news, follow @CharlesSchwab.",668,6,"SchwabJobs","Carriage Club, CO","Carriage Club",39.5291095,-104.894772,39.536482,-104.8970678
"3876","@ i can't stand you &amp; Tay ","7.82365e+17","en","Sat Oct 01 23:43:42 +0000 2016",4,NA,"736091646","Work Hard. Live Dreams. #TeamJaden #LGPG #DBB Soccer Player trying to make it BIG. <U+26BD><U+FE0F>4<U+20E3>",187,216,"YaderVilla","San Diego, CA","San Diego",32.810012,-117.104989,32.84826758,-117.2743481
"3877","@ @ Retweet the trump rape case and sexual assault allegations","7.82365e+17","en","Sat Oct 01 23:43:42 +0000 2016",2,"St Louis Park, MN","18783583","Mostly re-tweets and 3rd party app auto posts. Get hype!",61,99,"LR_Carlson","Minnesota, USA","Minnesota",46.4418605,-93.3613205,45.15813,-93.22653
"3878","RT @: LEAKED AUDIO:  Hillary says Bernie Supporters ""Living in their parent's basement""  #BasementDwellers

#Trump2016
https:","7.82365e+17","en","Sat Oct 01 23:43:42 +0000 2016",25,"2710 W Girard Ave, Phila. PA","36377099","Record Store in Philly. Brewerytown - Specializing in Funk, Soul, Hip-Hop and everything else good.",663,1167,"MaxwellKnubee","Philadelphia, PA","Philadelphia",40.0048655,-75.117998,39.9739685,-75.1809006
"3879","RT @: BREAKING!!! Donald Trump Set 2SMASH Crooked Hillary Clinton Over Bernie #BasementDwellers Comment &amp;Rapist Bill in PA ht","7.82365e+17","en","Sat Oct 01 23:43:43 +0000 2016",136,"Washington, DC","346781925","Correspondent at FOX News Channel ~ Father of Two Gorgeous Girls ~ Surfer",5209,2733,"GriffJenkins","Pennsylvania, USA","Pennsylvania",41.1179365,-77.604684,40.10640483,-76.41900019
"3880","RT @: Wow, just saw the really bad @ ratings. People don't want to watch bad product that only builds up Crooked Hillary.","7.82365e+17","en","Sat Oct 01 23:43:43 +0000 2016",838,"United States","2841269945","This is our #jobs feed. Follow @VACareers to connect.",752,1,"JobsatVA","North Chicago, IL","North Chicago",42.3145765,-87.8648875,42.325578,-87.8411818
"3881","RT @: Lying corrupt Crooked Hillary has no record to run on. The only thing she can do is smear Trump. We will never forg ","7.82365e+17","en","Sat Oct 01 23:43:44 +0000 2016",31,NA,"2744923601",NA,104,98,"0JANETCOOLEY0","South Portland, ME","South Portland",43.6257045,-70.2852705,43.635689,-70.2539635
"3882","RT @: Here's @ dismantling the intellectual rationalizations that many conservatives are using to support Trump ","7.82365e+17","en","Sat Oct 01 23:43:45 +0000 2016",0,"2017 E. Camelback Rd. Phx, AZ","2419579513","Phone 602.374.4730

Follow us on
Instagram: @BaxtersCigars
Facebook: Baxters Cigars",258,123,"BaxtersCigars","Mesa, AZ","Mesa",33.4057545,-111.7375655,33.41435464,-111.8724638
"3883","...that horribly deceived their readers about realityand the incompetence it took to make such a huge error is alm https://t.co/F4hoQsQjkQ","7.82365e+17","en","Sat Oct 01 23:43:45 +0000 2016",49,"Atlanta Georgia","107626407","Lover of God, Husband to Lacey, father to Orren, Judah & Ava, Jesus Culture Team Member",4591,265,"Scott__Thompson","California, USA","California",37.2691755,-119.3066075,41.13977124,-124.1605277
"3884","beat him up  you don't joke like that women aren't stupid https://t.co/oXU6iYrDYh","7.82365e+17","en","Sat Oct 01 23:43:44 +0000 2016",73,"Las Vegas","14553735","Mestiza, Shoe Queen, Soldier's Angel, Merlot drinker, animal lover, Lakers, Cowboys ~Oh yeah~  I work for http://Zappos.com!",2346,2654,"S_Wash","Atlanta, GA","Atlanta",33.7671945,-84.433106,33.76151083,-84.36757028
"3885","Missing my best friends ","7.82365e+17","en","Sat Oct 01 23:43:46 +0000 2016",6,"Bronx, NY","33850730","When you see a swordsman, draw your sword. Do not recite poetry to one who is not a poet. -RZA",205,288,"J_Rooks31","Manhattan, NY","Manhattan",40.780709,-73.9685415,40.85730185,-73.93214107
"3886","RT @: The Trump campaign can't play it straight. HRC's remarks about Sanders voters were empathetic, not dismissive. https://t.c","7.82365e+17","en","Sat Oct 01 23:43:47 +0000 2016",66,"creating and skating in NYC","21968048","Digital Marketing Manager @TaskandPurpose / Marketing Manager @gothamgirls.",929,890,"lisettevoytko","Woodbury, NJ","Woodbury",39.8395065,-75.1531935,39.8379,-75.1515
"3887","Representing #WDW45 &amp; #EPCOT34 here @  https://t.co/rKx3WbIz4F","7.82365e+17","en","Sat Oct 01 23:43:48 +0000 2016",44,"Portland, Oregon","39400923","I love God, family, friends, community, writing, reading, inspiring others, creative arts, H2O Fitness. Married 30 years with 3 children, 2 grands & 2 dogs!",508,567,"AngelaBJ1","Portland, OR","Portland",45.536402,-122.630908,45.53366113,-122.619794
"3888","Basket of inexplicables: Bill Maher shreds the charlatans who make up Trumps cable TV advocates https://t.co/k8LxQWDgqQ","7.82365e+17","en","Sat Oct 01 23:43:48 +0000 2016",35,"The Burgh   Pgh, Pa","383860165","Pittsburgh sports fan #Pens, #Steelers, #Bucs and #Panthers. LOVE #craftbeer, #corvettes,  #OBX, # NYC",1251,1716,"M_keen8","Clearfield, PA","Clearfield",41.023115,-78.4235845,41.0251,-78.42
"3889","RT @: #BasemenDwellers https://t.co/5T9gbAjtW2 Yes Hillary Clinton Insulted and Mocked Bernie Sanders Supporters and Bernie'","7.82365e+17","en","Sat Oct 01 23:43:48 +0000 2016",24,"Gahanna, OH","112831553","Pastry chef by day, savory chef by night. I followed my dream and got there. I tweet what I want. Feel free to hate and then eat a cupcake.",416,710,"enablerofhope","Ohio, USA","Ohio",40.3651595,-82.6694675,39.43098407,-84.49143893
"3890","@ for all those that R voting 4 Ms. Clinton can go ahead N pay 4everyone coming in to our country just go ahead Nwe will watch","7.82365e+17","en","Sat Oct 01 23:43:48 +0000 2016",5,"Charlotte, NC","42455861","Associate Campus Director at Elevation Church. Married to Bethany. Grateful.",544,131,"ryanstraarup","Matthews, NC","Matthews",35.1272405,-80.7092255,35.1188,-80.69032
"3891","#countryckubBob will be at the buffet and in a friendly mood in the morning. Mimosas all around.","7.82365e+17","en","Sat Oct 01 23:43:49 +0000 2016",0,"West Covina, CA","1335751782","UCSC '19",232,284,"_wittle_monkey_","Ben Lomond, CA","Ben Lomond",37.075786,-122.0832485,37.05356448,-122.0681202
"3892","RT @: Supporters waiting for Trump to take the stage tonight in Manheim. Watch a live stream of the rally here --&gt; ","7.82365e+17","en","Sat Oct 01 23:43:49 +0000 2016",364,"New Jersey, USA","1511327138","A member of The Linde Group, a world leading gases and engineering company with around 63,000 employees working in more than 100 countries worldwide.",412,223,"LindeCareersUS","Terrell, TX","Terrell",32.732824,-96.2997785,32.7359626,-96.2752569
"3893","Do teachers have access to YouTube in your district? Share how you made the positive change here: https://t.co/5jP5FbcZeC #edchat #edtech","7.82365e+17","en","Sat Oct 01 23:43:49 +0000 2016",78,"Silly-con Valley","14254927","Eternally curious.",1026,455,"puls","Palo Alto, CA","Palo Alto",37.414371,-122.14403,37.43244873,-122.1260171
"3894","RT @: Hillary calls us a lot of names. I'm not deplorable, a #BasementDwellers, a Super Predator, or a liar. 

I am, howe ","7.82365e+17","en","Sat Oct 01 23:43:49 +0000 2016",27,"Sunnyvale, CA","41750995","#Sjsharks #Sfgiants #49ers Lover of #craftbeer,also a #ratmom <U+2764><U+FE0F>Taken by @trilljester Love all, Accept all <U+270C>Don't trip,potato chip.",378,472,"Spazzymandy","Livermore, CA","Livermore",37.683592,-121.760079,37.6831,-121.77
"3895","RT @: Boy said Obama had a lot to do with 9/11 bitch how?? trump supporters really this stupid https://t.co/WX5cP7T617","7.82365e+17","en","Sat Oct 01 23:43:49 +0000 2016",65,"Pittsburgh, PA","18553810","PIttsburgh dude. DJ & Proprietor of @thegoldmark in Lawrenceville. 4517 Butler St. Pittsburgh.",3702,954,"djnugget","Pittsburgh, PA","Pittsburgh",40.431389,-79.9806895,40.47275,-79.95917
"3896","@ where is thy deenie bop at","7.82365e+17","en","Sat Oct 01 23:43:49 +0000 2016",34,"NYC","20543121","Mac OS X/iOS expert | Apple Certified Professional | Unix/Linux and Python fan | http://www.jovanshernandez.com",705,773,"jovansn0w","Brooklyn, NY","Brooklyn",40.655138,-73.9487755,40.70709,-73.9325
